Day fraction since midnight on 	pH probe (pH)
0.624505061	8.132465363
0.624516636	8.150949478
0.624528226	8.142755508
0.624539777	8.155562401
0.624551363	8.137648583
0.624562934	8.14296627
0.624574524	8.142650604
0.624586093	8.144586563
0.624597648	8.149110794
0.624609231	8.156661034
0.624620803	8.161170006
0.624632362	8.153772354
0.624643937	8.129220963
0.624655531	8.149386406
0.624667095	8.156289101
0.624678675	8.162656784
0.624690262	8.165694237
0.624701822	8.161233902
0.62471339	8.155990601
0.624724991	8.140100479
0.624736559	8.138625145
0.624748119	8.139118195
0.624759698	8.134699822
0.624771281	8.133174896
0.624782855	8.135878563
0.62479442	8.135156632
0.624805989	8.128930092
0.624817564	8.136180878
0.62482914	8.136483192
0.624840726	8.141670227
0.624852296	8.145700455
0.624863859	8.13911438
0.624875428	8.138729096
0.624887016	8.140828133
0.624898587	8.140980721
0.62491014	8.151721954
0.624921728	8.142205238
0.6249333	8.150259972
0.624944892	8.142385483
0.62495644	8.136345863
0.624968011	8.134313583
0.624979597	8.136082649
0.62499117	8.140888214
0.625002752	8.14996624
0.625014325	8.147129059
0.625025897	8.14414978
0.625037477	8.141378403
0.625049049	8.138644218
0.625060646	8.133338928
0.625072217	8.128321648
0.625083772	8.141974449
0.625095331	8.14627552
0.62510692	8.13536644
0.625118506	8.134263992
0.625130049	8.13513279
0.625141654	8.130615234
0.625153224	8.128957748
0.625164768	8.131756783
0.625176345	8.136241913
0.625187961	8.132681847
0.625199525	8.136356354
0.625211074	8.137850761
0.625222639	8.12403965
0.625234218	8.127666473
0.62524579	8.131341934
0.625257362	8.143561363
0.625268956	8.160193443
0.62528053	8.152075768
0.625292084	8.150745392
0.625303691	8.137042999
0.625315252	8.146016121
0.625326809	8.16664505
0.625338388	8.16815567
0.62534998	8.169583321
0.625361548	8.15221405
0.625373098	8.144120216
0.625384709	8.138191223
0.625396272	8.135782242
0.625407842	8.139835358
0.625419427	8.140888214
0.625430973	8.142352104
0.625442566	8.150800705
0.625454122	8.164933205
0.625465719	8.167886734
0.625477268	8.164072037
0.625488871	8.167226791
0.625500438	8.161198616
0.625511997	8.164936066
0.625523568	8.164823532
0.62553515	8.142916679
0.625546734	8.137487412
0.625558288	8.138404846
0.625569881	8.145981789
0.625581459	8.140803337
0.625593043	8.117742539
0.625604607	8.114419937
0.625616172	8.121936798
0.625627741	8.120575905
0.625639309	8.131276131
0.625650899	8.148415566
0.625662462	8.159732819
0.62567405	8.195689201
0.625685603	8.194134712
0.625697202	8.171312332
0.625708781	8.138020515
0.625720343	8.145396233
0.625731925	8.122154236
0.625743478	8.092880249
0.625755067	8.084430695
0.625766634	8.079214096
0.6257782	8.078513145
0.625789773	8.083379746
0.62580137	8.077480316
0.625812931	8.08246994
0.625824514	8.089902878
0.625836072	8.112574577
0.625847672	8.112304688
0.625859246	8.123642921
0.625870788	8.132142067
0.625882368	8.127441406
0.625893952	8.121296883
0.62590551	8.12298584
0.625917114	8.12057209
0.625928663	8.130290031
0.625940234	8.13365078
0.625951826	8.144411087
0.625963397	8.146979332
0.62597498	8.152710915
0.625986534	8.15840435
0.625998104	8.141702652
0.626009705	8.139680862
0.626021277	8.135361671
0.626032856	8.127289772
0.626044427	8.124159813
0.626055985	8.1221838
0.626067558	8.130760193
0.626079139	8.125741005
0.626090706	8.119633675
0.62610228	8.119911194
0.626113858	8.127275467
0.626125448	8.122169495
0.626137002	8.135461807
0.62614858	8.138542175
0.62616017	8.122614861
0.626171716	8.123851776
0.626183294	8.133159638
0.626194878	8.13451767
0.626206453	8.115969658
0.62621803	8.121500015
0.6262296	8.119868279
0.626241169	8.116934776
0.626252749	8.1209898
0.626264327	8.122243881
0.626275896	8.116116524
0.626287474	8.124891281
0.62629903	8.120616913
0.626310627	8.129122734
0.626322204	8.130933762
0.626333767	8.133318901
0.626345337	8.138910294
0.626356925	8.148633003
0.626368474	8.14511776
0.626380059	8.172627449
0.62639163	8.160126686
0.626403215	8.172404289
0.626414768	8.174568176
0.626426345	8.183115959
0.626437928	8.178127289
0.626449524	8.179613113
0.626461098	8.191815376
0.626472659	8.194863319
0.626484212	8.198854446
0.626495792	8.196050644
0.626507375	8.200713158
0.626518955	8.195615768
0.626530523	8.192507744
0.626542114	8.19153595
0.626553691	8.188576698
0.626565248	8.187545776
0.626576834	8.189518929
0.626588412	8.188374519
0.626599979	8.188912392
0.62661154	8.19015789
0.626623107	8.186066628
0.626634695	8.184905052
0.626646281	8.189601898
0.626657822	8.189517021
0.626669418	8.191393852
0.626680985	8.188954353
0.626692568	8.188515663
0.62670414	8.192113876
0.6267157	8.191320419
0.626727289	8.187036514
0.626738842	8.186877251
0.626750418	8.188405991
0.626762004	8.187808991
0.62677359	8.190691948
0.626785176	8.190582275
0.626796728	8.187781334
0.626808298	8.193888664
0.62681987	8.195563316
0.626831464	8.192134857
0.626843034	8.192698479
0.626854591	8.189867973
0.626866177	8.189594269
0.62687773	8.191386223
0.62688932	8.188789368
0.626900879	8.192734718
0.626912482	8.19029808
0.626924028	8.194358826
0.62693561	8.20523262
0.626947199	8.19742012
0.626958777	8.198994637
0.626970345	8.192451477
0.626981923	8.193201065
0.626993477	7.891006947
0.627005072	6.383255959
0.627016648	8.15814209
0.627028209	8.173569679
0.627039796	6.913170338
0.627051375	5.402579784
0.627062945	7.897167206
0.627074519	8.171191216
0.627086074	8.192864418
0.62709766	8.197642326
0.627109242	8.199062347
0.627120814	8.190061569
0.627132364	8.190878868
0.627143952	8.190361977
0.627155507	8.184615135
0.627167089	8.155972481
0.627178672	8.147266388
0.627190253	8.144240379
0.627201812	8.152066231
0.627213395	8.14904213
0.627224959	8.146290779
0.627236553	8.155785561
0.627248115	8.151875496
0.627259707	8.148126602
0.62727127	8.146022797
0.627282852	8.167385101
0.627294418	8.175234795
0.627306002	8.166684151
0.627317548	8.151176453
0.62732912	8.151967049
0.627340727	8.15943718
0.627352296	8.152043343
0.627363864	8.154641151
0.627375447	8.156459808
0.627387006	8.150067329
0.627398596	8.148989677
0.627410149	8.146854401
0.62742173	8.154026985
0.627433291	8.154066086
0.627444881	8.153460503
0.627456446	8.154188156
0.627468038	8.156108856
0.627479604	8.153101921
0.62749117	8.160990715
0.627502744	8.15708065
0.627514325	8.156989098
0.627525882	8.151067734
0.627537453	8.153226852
0.627549031	8.154350281
0.627560603	8.159955025
0.627572199	8.168300629
0.62758375	8.172316551
0.627595355	8.174180985
0.62760692	8.175982475
0.627618502	8.112540245
0.62763006	8.109843254
0.62764162	8.114284515
0.627653215	8.115962029
0.62766478	8.115674019
0.627676354	8.120653153
0.627687921	8.117507935
0.627699497	8.119485855
0.627711084	8.117869377
0.627722638	8.119218826
0.627734224	8.118617058
0.627745809	8.117753029
0.627757384	8.115799904
0.62776895	8.111139298
0.627780529	8.110012054
0.627792083	8.107316017
0.627803684	8.096927643
0.627815246	6.844305992
0.627826823	5.097235203
0.627838391	4.809001923
0.62784996	4.37266779
0.62786153	4.255457401
0.627873124	4.028692246
0.627884698	3.771082401
0.627896273	3.733005285
0.627907825	3.68981123
0.627919414	3.583622456
0.627930997	4.45228529
0.627942569	4.892064095
0.627954133	4.917982578
0.627965705	4.921355724
0.627977269	4.890504837
0.62798887	4.904309273
0.628000436	4.889618397
0.62801199	4.915215492
0.628023579	4.932250023
0.62803514	4.929242611
0.628046713	4.921580315
0.628058295	4.913763523
0.628069863	4.90439558
0.628081463	4.897460938
0.628093036	4.899729729
0.628104603	5.074862003
0.628116186	5.017927647
0.628127772	4.851202011
0.628139335	4.855441093
0.628150884	4.817946911
0.628162483	4.800489426
0.628174047	4.80313158
0.628185625	4.798743725
0.628197188	4.79671526
0.628208777	4.800618649
0.628220355	4.801039219
0.628231927	4.80088377
0.628243484	4.800724983
0.628255046	4.809176922
0.628266619	4.794450283
0.628278196	5.432629108
0.628289797	5.52166605
0.628301368	5.5309062
0.628312917	5.522250652
0.628324488	5.528563976
0.628336075	5.526572228
0.628347658	5.531032085
0.628359232	5.534454346
0.628370814	5.535465717
0.628382361	5.539341927
0.628393934	5.538405895
0.628405507	5.538662911
0.628417098	5.542815685
0.628428676	5.541597366
0.628440258	5.546437264
0.628451809	5.540901184
0.628463399	5.541854382
0.628474971	5.544857502
0.628486537	5.546000958
0.62849813	5.545724392
0.62850968	5.544072628
0.628521279	5.541037083
0.628532846	5.541142941
0.628544429	5.538738251
0.62855597	5.540598869
0.628567565	5.542241573
0.628579152	5.543426514
0.628590732	5.541174412
0.628602289	5.542831898
0.628613873	5.547469139
0.628625433	5.547528267
0.628636989	5.543123722
0.628648582	5.540489197
0.628660157	5.542330742
0.628671725	5.540723324
0.628683312	5.545040608
0.628694861	5.521671295
0.628706453	5.508883953
0.628718011	5.4926548
0.628729609	5.663200855
0.628741167	5.546591282
0.628752762	5.464499474
0.628764307	5.639321327
0.628775877	5.36919117
0.628787472	5.436984539
0.628799056	5.477261066
0.628810627	5.490160942
0.628822189	5.472635746
0.628833751	5.494033814
0.628845339	5.496665001
0.628856897	5.499533653
0.628868485	5.495019436
0.628880066	5.48425293
0.628891626	5.482786655
0.628903209	5.480853558
0.62891478	5.480152607
0.628926373	5.482222557
0.628937935	5.479557037
0.628949531	5.477617264
0.628961067	5.475382328
0.628972654	5.477323055
0.628984221	5.476043224
0.628995786	5.478625298
0.629007381	5.480156422
0.629018938	5.480336666
0.629030521	5.476000309
0.629042103	5.475307465
0.629053674	5.472762108
0.629065242	5.476191044
0.629076836	5.477270603
0.6290884	5.475980282
0.629099957	5.48077631
0.629111529	5.484836578
0.629123102	5.482055187
0.629134693	5.483300209
0.629146254	5.480187416
0.629157843	5.482668877
0.62916941	5.480648994
0.62918097	5.475651264
0.629192573	5.479961395
0.629204163	5.479460239
0.629215693	5.479236603
0.629227291	5.47506237
0.629238865	5.476546288
0.629250433	5.474636555
0.629262009	5.476615429
0.629273588	5.476387501
0.629285137	5.471123219
0.629296715	5.473243237
0.629308316	5.473601818
0.62931988	5.474340916
0.62933144	5.475495815
0.629343009	5.475342274
0.629354589	5.474961281
0.629366166	5.47313261
0.629377758	5.469167233
0.62938933	5.468986034
0.629400907	5.475029469
0.629412466	5.474069595
0.629424025	5.478017807
0.629435604	5.478431702
0.629447177	5.476832867
0.629458776	5.476438522
0.629470343	5.474870682
0.629481915	5.47539568
0.629493502	5.473565579
0.629505059	5.47283268
0.629516634	5.472671509
0.62952821	5.473877907
0.629539798	5.47287941
0.629551351	5.472293377
0.629562933	5.471255779
0.629574499	5.472114086
0.629586088	5.471457481
0.629597654	5.469980717
0.629609231	5.469577789
0.629620804	5.467494965
0.629632363	5.473236084
0.62964395	5.476417542
0.62965553	5.47740078
0.62966708	5.48200655
0.629678655	5.478185654
0.629690248	5.480020046
0.629701824	5.473695278
0.629713392	5.469288349
0.629724969	5.473437309
0.629736551	5.465118408
0.629748144	5.461498737
0.62975969	5.460684776
0.629771257	5.457988739
0.629782848	5.45855999
0.629794413	5.462241173
0.629805999	5.462001801
0.629817571	5.456468582
0.629829137	5.453095436
0.629840723	5.45443964
0.62985228	5.455841065
0.629863854	5.452230454
0.62987543	5.452474117
0.62988699	5.454229355
0.629898572	5.454282761
0.629910145	5.456780911
0.629921719	5.45817852
0.629933311	5.455908775
0.62994486	5.453518868
0.629956456	5.447303295
0.629968027	5.445968628
0.629979598	5.445274353
0.629991171	5.447455883
0.630002741	5.4509058
0.630014309	5.447581291
0.630025897	5.448237896
0.630037455	5.454069138
0.630049031	5.450011253
0.630060599	5.447074413
0.630072206	5.452444553
0.630083759	5.452878475
0.630095351	5.451609612
0.6301069	5.450080395
0.630118495	5.448836327
0.630130069	5.451330662
0.630141624	5.452032089
0.630153199	5.453061104
0.630164787	5.447865009
0.630176359	5.44794178
0.630187916	5.449326515
0.63019949	5.444970608
0.630211064	5.421940804
0.630222659	5.007568359
0.630234222	4.774762631
0.630245792	4.727118492
0.630257377	4.873281479
0.630268965	4.882125378
0.630280515	4.826173782
0.630292102	4.601022244
0.630303678	4.60040617
0.630315237	4.600044727
0.630326822	4.601768971
0.63033839	4.59858036
0.630349983	4.602089882
0.630361553	4.600629807
0.630373101	4.607943058
0.630384687	4.598999977
0.630396246	4.59564209
0.630407854	4.595092297
0.630419417	4.59398365
0.630431002	4.59357214
0.630442565	4.593066692
0.630454142	4.593381882
0.630465722	4.592311382
0.63047728	4.593134403
0.630488865	4.592701912
0.630500419	4.592356682
0.63051201	4.592425823
0.630523588	4.592441082
0.630535149	4.592611313
0.630546722	4.592079163
0.630558304	4.591891766
0.630569857	4.591758251
0.630581434	4.591785908
0.630593028	4.59176302
0.630604612	4.591648579
0.630616169	4.59126091
0.630627729	4.591547966
0.630639336	4.591329098
0.630650904	4.591266155
0.630662464	4.591850758
0.630674027	4.591228008
0.630685629	4.59057045
0.6306972	4.591721058
0.630708779	4.590992451
0.630720351	4.590760231
0.630731914	4.590920925
0.630743481	4.590690613
0.630755075	4.590638638
0.630766617	4.590380192
0.630778209	4.59046936
0.630789766	4.590377331
0.630801379	4.590449333
0.630812917	4.590157509
0.630824509	4.590267658
0.630836073	4.590095043
0.630847662	4.590096474
0.630859243	4.589897633
0.630870786	4.589848518
0.630882378	4.589805126
0.630893938	4.589765072
0.630905527	4.589303017
0.630917102	4.58962965
0.630928665	4.589735985
0.630940242	4.589515209
0.630951808	4.589299202
0.63096338	4.589401722
0.630974954	4.588829994
0.630986558	4.588887215
0.630998098	4.596018791
0.6310097	4.590908527
0.631021276	4.591215611
0.63103282	4.589529038
0.631044414	4.58886385
0.631055986	4.588739395
0.631067574	4.588492394
0.631079161	4.588083744
0.631090703	4.588665962
0.63110228	4.588419437
0.631113867	4.588000298
0.63112543	4.587796688
0.631137007	4.587623596
0.631148583	4.587844849
0.631160168	4.587436199
0.631171711	4.586910248
0.631183296	4.587022305
0.631194865	4.587095261
0.631206463	4.586876392
0.631218019	4.586988449
0.631229609	4.58657217
0.631241187	4.586489677
0.631252741	4.586513996
0.631264303	4.586134434
0.631275894	4.585921764
0.631287483	4.586103916
0.631299025	4.585887432
0.631310628	4.58606863
0.631322175	4.585727692
0.631333786	4.585708618
0.631345338	4.585563183
0.631356928	4.585914612
0.631368481	4.585068226
0.631380047	4.585708141
0.631391622	4.584849358
0.631403212	4.584951401
0.631414795	4.584895611
0.631426372	4.584420204
0.631437924	4.584321976
0.631449517	4.584544182
0.631461067	4.584506035
0.631472666	4.584067822
0.631484231	4.584115982
0.631495792	4.583914757
0.631507376	4.584117889
0.631518945	4.58358717
0.631530529	4.58374691
0.631542123	4.583522797
0.631553655	4.583315849
0.631565245	4.58258152
0.631576808	4.583076477
0.63158838	4.582882881
0.631599971	4.582656384
0.631611568	4.582595825
0.631623115	4.582454681
0.631634676	4.582353592
0.631646246	4.582246304
0.631657839	4.582258701
0.631669415	4.581888199
0.631680984	4.582177639
0.631692554	4.581902504
0.631704137	4.581612587
0.631715703	4.581701279
0.631727286	4.581756115
0.631738844	4.581522465
0.631750442	4.581465721
0.631761994	4.581297398
0.631773578	4.581096172
0.631785142	4.581087112
0.631796729	4.58099699
0.6318083	4.580989838
0.631819858	4.580709934
0.631831437	4.580276966
